Time ,Voltage
1,-0.01
2,-0.02
3,-0.01
4,-0.01
5,-0.01
6,-0.01
7,-0.01
8,-0.01
9,-0.01
10,-0.02
11,-0.01
12,-0.02
13,-0.02
14,0
15,0
16,0
17,0
18,0
19,0.01
20,0.01
21,0.02
22,0.02
23,0.02
24,0.02
25,0.02
26,0.03
27,0.03
28,0.03
29,0.04
30,0.04
31,0.04
32,0.04
33,0.04
34,0.04
35,0.04
36,0.04
37,0.04
38,0.04
39,0.04
40,0.05
41,0.05
42,0.05
43,0.05
44,0.06
45,0.06
46,0.06
47,0.06
48,0.06
49,0.06
50,0.06
51,0.06
52,0.06
53,0.06
54,0.07
55,0.07
56,0.07
57,0.07
58,0.07
59,0.07
60,0.08
61,0.08
62,0.08
63,0.08
64,0.08
65,0.09
66,0.09
67,0.09
68,0.09
69,0.09
70,0.09
71,0.09
72,0.09
73,0.09
74,0.09
75,0.09
76,0.09
77,0.1
78,0.1
79,0.1
80,0.1
81,0.1
82,0.11
83,0.1
84,0.1
85,0.11
86,0.11
87,0.11
88,0.11
89,0.11
90,0.11
91,0.11
92,0.11
93,0.11
94,0.11
95,0.12
96,0.12
97,0.12
98,0.12
99,0.12
100,0.12
101,0.12
102,0.12
103,0.13
104,0.13
105,0.13
106,0.13
107,0.13
108,0.13
109,0.13
110,0.13
111,0.13
112,0.13
113,0.14
114,0.14
115,0.14
116,0.14
117,0.14
118,0.14
119,0.15
120,0.15
121,0.15
122,0.15
123,0.15
124,0.15
125,0.15
126,0.15
127,0.15
128,0.15
129,0.16
130,0.16
131,0.16
132,0.16
133,0.16
134,0.16
135,0.16
136,0.17
137,0.17
138,0.17
139,0.17
140,0.17
141,0.17
142,0.17
143,0.18
144,0.18
145,0.18
146,0.18
147,0.18
148,0.18
149,0.18
150,0.18
151,0.18
152,0.18
153,0.18
154,0.18
155,0.19
156,0.19
157,0.19
158,0.19
159,0.19
160,0.2
161,0.2
162,0.2
163,0.2
164,0.2
165,0.2
166,0.2
167,0.2
168,0.2
169,0.2
170,0.2
171,0.2
172,0.21
173,0.2
174,0.2
175,0.21
176,0.21
177,0.21
178,0.21
179,0.21
180,0.22
181,0.22
182,0.22
183,0.22
184,0.22
185,0.22
186,0.22
187,0.22
188,0.22
189,0.22
190,0.23
191,0.23
192,0.23
193,0.23
194,0.23
195,0.23
196,0.23
197,0.23
198,0.23
199,0.24
200,0.24
201,0.24
202,0.24
203,0.24
